Author,Author Birth,Author Death,Author Given,Author Surname,Copyright Status,Language,LoC Class,Num,Subject,Title,charset,gd-num-padded,gd-path,href,Number of Authors,Number of Genres,is_english_fiction,original_path,tokenized_path,cw_df_path,Author Birth Century
['Fred M. (Fred Merrick) White'],[1859],['?'],['Fred M. (Fred Merrick)'],['White'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],9832,['Mystery fiction'],['The Crimson Blind'],iso-8859-1,9832,098/09832.txt,/9/8/3/9832/9832_8.zip,1,1,True,../data/gutenberg-dammit-files/098/09832.txt,../data/gutenberg-dammit-files/098/09832_tagged.pickle,../data/gutenberg-dammit-files/098/09832_cw_df.pickle,1800
['Percy Keese Fitzhugh'],[1876],[1950],['Percy Keese'],['Fitzhugh'],['Not copyrighted in the United States.'],['English'],['PZ: Language and Literatures: Juvenile belles lettres'],9833,['Boy Scouts of America -- Juvenile fiction'],['Pee-Wee Harris'],us-ascii,9833,098/09833.txt,/9/8/3/9833/9833.zip,1,1,True,../data/gutenberg-dammit-files/098/09833.txt,../data/gutenberg-dammit-files/098/09833_tagged.pickle,../data/gutenberg-dammit-files/098/09833_cw_df.pickle,1800
['James Fenimore Cooper'],[1789],[1851],['James Fenimore'],['Cooper'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],9845,"['War stories', 'United States -- History -- Revolution, 1775-1783 -- Fiction', 'Spy stories', 'New York (State) -- History -- Revolution, 1775-1783 -- Fiction', 'Historical fiction', 'Domestic fiction']",['The Spy'],iso-8859-1,9845,098/09845.txt,/etext06/8tspy10.zip,1,6,True,../data/gutenberg-dammit-files/098/09845.txt,../data/gutenberg-dammit-files/098/09845_tagged.pickle,../data/gutenberg-dammit-files/098/09845_cw_df.pickle,1700
['J. Storer (Joseph Storer) Clouston'],[1870],[1944],['J. Storer (Joseph Storer)'],['Clouston'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],9852,"['World War, 1914-1918 -- Fiction']",['The Man from the Clouds'],iso-8859-1,9852,098/09852.txt,/etext06/8mfcl10.zip,1,1,True,../data/gutenberg-dammit-files/098/09852.txt,../data/gutenberg-dammit-files/098/09852_tagged.pickle,../data/gutenberg-dammit-files/098/09852_cw_df.pickle,1800
['Samuel Richardson'],[1689],[1761],['Samuel'],['Richardson'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],9881,"['Young women -- Crimes against -- Fiction', 'Rape victims -- Fiction', 'Psychological fiction', 'Kidnapping victims -- Fiction', 'Epistolary fiction', 'England -- Fiction', 'Conflict of generations -- Fiction']",['Clarissa Harlowe; or the history of a young lady — Volume 3'],us-ascii,9881,098/09881.txt,/9/8/8/9881/9881.zip,1,7,True,../data/gutenberg-dammit-files/098/09881.txt,../data/gutenberg-dammit-files/098/09881_tagged.pickle,../data/gutenberg-dammit-files/098/09881_cw_df.pickle,1600
['Thomas A. (Thomas Allibone) Janvier'],[1849],[1913],['Thomas A. (Thomas Allibone)'],['Janvier'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],9906,['Science fiction'],['In the Sargasso Sea\tA Novel'],iso-8859-1,9906,099/09906.txt,/etext06/8sarg10.zip,1,1,True,../data/gutenberg-dammit-files/099/09906.txt,../data/gutenberg-dammit-files/099/09906_tagged.pickle,../data/gutenberg-dammit-files/099/09906_cw_df.pickle,1800
['Thomas Love Peacock'],[1785],[1866],['Thomas Love'],['Peacock'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],9909,"['Humorous stories', 'Gothic fiction']",['Nightmare Abbey'],iso-8859-1,9909,099/09909.txt,/etext06/8nmab10.zip,1,2,True,../data/gutenberg-dammit-files/099/09909.txt,../data/gutenberg-dammit-files/099/09909_tagged.pickle,../data/gutenberg-dammit-files/099/09909_cw_df.pickle,1700
['Mary Roberts Rinehart'],[1876],[1958],['Mary Roberts'],['Rinehart'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],9931,"['Pittsburgh (Pa.) -- Fiction', 'Mystery fiction']",['K'],us-ascii,9931,099/09931.txt,/9/9/3/9931/9931.zip,1,2,True,../data/gutenberg-dammit-files/099/09931.txt,../data/gutenberg-dammit-files/099/09931_tagged.pickle,../data/gutenberg-dammit-files/099/09931_cw_df.pickle,1800
['Algernon Blackwood'],[1869],[1951],['Algernon'],['Blackwood'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],9964,"['Occult fiction', 'Supernatural -- Fiction']",['The Centaur'],iso-8859-1,9964,099/09964.txt,/etext06/8cntr10.zip,1,2,True,../data/gutenberg-dammit-files/099/09964.txt,../data/gutenberg-dammit-files/099/09964_tagged.pickle,../data/gutenberg-dammit-files/099/09964_cw_df.pickle,1800
['William Hope Hodgson'],[1877],[1918],['William Hope'],['Hodgson'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],10002,['Science fiction'],['The House on the Borderland'],iso-8859-1,10002,100/10002.txt,/1/0/0/0/10002/10002_8.zip,1,1,True,../data/gutenberg-dammit-files/100/10002.txt,../data/gutenberg-dammit-files/100/10002_tagged.pickle,../data/gutenberg-dammit-files/100/10002_cw_df.pickle,1800
['Joseph Sheridan Le Fanu'],[1814],[1873],['Joseph Sheridan'],['Le Fanu'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],10007,"['Vampires -- Fiction', 'Young women -- Fiction']",['Carmilla'],iso-8859-1,10007,100/10007.txt,/1/0/0/0/10007/10007_8.zip,1,2,True,../data/gutenberg-dammit-files/100/10007.txt,../data/gutenberg-dammit-files/100/10007_tagged.pickle,../data/gutenberg-dammit-files/100/10007_cw_df.pickle,1800
['Harold Avery'],[1867],[1943],['Harold'],['Avery'],['Not copyrighted in the United States.'],['English'],['PZ: Language and Literatures: Juvenile belles lettres'],10027,['Schools -- Fiction'],['The Triple Alliance\tIts trials and triumphs'],utf-8,10027,100/10027.txt,/1/0/0/2/10027/10027.zip,1,1,True,../data/gutenberg-dammit-files/100/10027.txt,../data/gutenberg-dammit-files/100/10027_tagged.pickle,../data/gutenberg-dammit-files/100/10027_cw_df.pickle,1800
['Henry F. (Henry Francis) Keenan'],[1850],['?'],['Henry F. (Henry Francis)'],['Keenan'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],10062,"['United States -- History -- Civil War, 1861-1865 -- Fiction']",['The Iron Game\tA Tale of the War'],iso-8859-1,10062,100/10062.txt,/1/0/0/6/10062/10062_8.zip,1,1,True,../data/gutenberg-dammit-files/100/10062.txt,../data/gutenberg-dammit-files/100/10062_tagged.pickle,../data/gutenberg-dammit-files/100/10062_cw_df.pickle,1800
['Bram Stoker'],[1847],[1912],['Bram'],['Stoker'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],10150,"['Short stories', 'Gothic fiction', 'Horror tales']","[""Dracula's Guest""]",iso-8859-1,10150,101/10150.txt,/1/0/1/5/10150/10150_8.zip,1,3,True,../data/gutenberg-dammit-files/101/10150.txt,../data/gutenberg-dammit-files/101/10150_tagged.pickle,../data/gutenberg-dammit-files/101/10150_cw_df.pickle,1800
['Mrs. (Annie) Webb-Peploe'],[1805],[1880],['Mrs. (Annie)'],['Webb-Peploe'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],10222,['Pilgrims (New Plymouth Colony) -- Fiction'],['The Pilgrims of New England\tA Tale of the Early American Settlers'],iso-8859-1,10222,102/10222.txt,/1/0/2/2/10222/10222_8.zip,1,1,True,../data/gutenberg-dammit-files/102/10222.txt,../data/gutenberg-dammit-files/102/10222_tagged.pickle,../data/gutenberg-dammit-files/102/10222_cw_df.pickle,1800
['William Godwin'],[1756],[1836],['William'],['Godwin'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],10318,"['Courtship -- Fiction', 'England -- Social life and customs -- 18th century -- Fiction']",['Damon and Delia\tA Tale'],iso-8859-1,10318,103/10318.txt,/1/0/3/1/10318/10318_8.zip,1,2,True,../data/gutenberg-dammit-files/103/10318.txt,../data/gutenberg-dammit-files/103/10318_tagged.pickle,../data/gutenberg-dammit-files/103/10318_cw_df.pickle,1700
['Edward Stratemeyer'],[1862],[1930],['Edward'],['Stratemeyer'],['Not copyrighted in the United States.'],['English'],['PZ: Language and Literatures: Juvenile belles lettres'],10323,"['Brothers -- Juvenile fiction', 'College sports -- Juvenile fiction', 'College students -- Conduct of life -- Juvenile fiction']","['The Rover Boys at College\tOr, The Right Road and the Wrong']",utf-8,10323,103/10323.txt,/1/0/3/2/10323/10323.zip,1,3,True,../data/gutenberg-dammit-files/103/10323.txt,../data/gutenberg-dammit-files/103/10323_tagged.pickle,../data/gutenberg-dammit-files/103/10323_cw_df.pickle,1800
['Jules Verne'],[1828],[1905],['Jules'],['Verne'],['Not copyrighted in the United States.'],['English'],"['PQ: Language and Literatures: Romance literatures: French, Italian, Spanish, Portuguese']",10339,['Antarctic -- Discovery and exploration -- Fiction'],['An Antarctic Mystery'],utf-8,10339,103/10339.txt,/1/0/3/3/10339/10339_0.zip,1,1,True,../data/gutenberg-dammit-files/103/10339.txt,../data/gutenberg-dammit-files/103/10339_tagged.pickle,../data/gutenberg-dammit-files/103/10339_cw_df.pickle,1800
"['A. M. (Alice Muriel) Williamson', 'C. N. (Charles Norris) Williamson']","[1869, 1859]","[1933, 1920]","['A. M. (Alice Muriel)', 'C. N. (Charles Norris)']","['Williamson', 'Williamson']",['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],10410,"['Spy stories', 'Paris (France) -- Fiction', 'Man-woman relationships -- Fiction']",['The Powers and Maxine'],iso-8859-1,10410,104/10410.txt,/1/0/4/1/10410/10410_8.zip,2,3,True,../data/gutenberg-dammit-files/104/10410.txt,../data/gutenberg-dammit-files/104/10410_tagged.pickle,../data/gutenberg-dammit-files/104/10410_cw_df.pickle,1800
['Samuel Richardson'],[1689],[1761],['Samuel'],['Richardson'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],10462,"['Young women -- Crimes against -- Fiction', 'Rape victims -- Fiction', 'Psychological fiction', 'Kidnapping victims -- Fiction', 'Epistolary fiction', 'England -- Fiction', 'Conflict of generations -- Fiction']",['Clarissa Harlowe; or the history of a young lady — Volume 4'],iso-8859-1,10462,104/10462.txt,/1/0/4/6/10462/10462_8.zip,1,7,True,../data/gutenberg-dammit-files/104/10462.txt,../data/gutenberg-dammit-files/104/10462_tagged.pickle,../data/gutenberg-dammit-files/104/10462_cw_df.pickle,1600
['George A. Birmingham'],[1865],[1950],['George A.'],['Birmingham'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],10538,"['Young men -- Fiction', 'Ireland -- Fiction']",['Hyacinth'],iso-8859-1,10538,105/10538.txt,/1/0/5/3/10538/10538_8.zip,1,2,True,../data/gutenberg-dammit-files/105/10538.txt,../data/gutenberg-dammit-files/105/10538_tagged.pickle,../data/gutenberg-dammit-files/105/10538_cw_df.pickle,1800
['P. G. (Pelham Grenville) Wodehouse'],[1881],[1975],['P. G. (Pelham Grenville)'],['Wodehouse'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],10554,"['Humorous stories', 'England -- Fiction', 'Single men -- Fiction', 'Valets -- Fiction', 'Jeeves (Fictitious character) -- Fiction', 'Wooster, Bertie (Fictitious character) -- Fiction']","['Right Ho, Jeeves']",iso-8859-1,10554,105/10554.txt,/1/0/5/5/10554/10554_8.zip,1,6,True,../data/gutenberg-dammit-files/105/10554.txt,../data/gutenberg-dammit-files/105/10554_tagged.pickle,../data/gutenberg-dammit-files/105/10554_cw_df.pickle,1800
['W. W. (William Wymark) Jacobs'],[1863],[1943],['W. W. (William Wymark)'],['Jacobs'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],10561,"['Humorous stories, English', 'England -- Social life and customs -- Fiction']","[""Fine Feathers\tShip's Company, Part 1.""]",utf-8,10561,105/10561.txt,/1/0/5/6/10561/10561.zip,1,2,True,../data/gutenberg-dammit-files/105/10561.txt,../data/gutenberg-dammit-files/105/10561_tagged.pickle,../data/gutenberg-dammit-files/105/10561_cw_df.pickle,1800
['W. W. (William Wymark) Jacobs'],[1863],[1943],['W. W. (William Wymark)'],['Jacobs'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],10562,"['Humorous stories, English', 'England -- Social life and customs -- Fiction']","[""Friends in Need\tShip's Company, Part 2.""]",utf-8,10562,105/10562.txt,/1/0/5/6/10562/10562.zip,1,2,True,../data/gutenberg-dammit-files/105/10562.txt,../data/gutenberg-dammit-files/105/10562_tagged.pickle,../data/gutenberg-dammit-files/105/10562_cw_df.pickle,1800
['W. W. (William Wymark) Jacobs'],[1863],[1943],['W. W. (William Wymark)'],['Jacobs'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],10563,"['England -- Social life and customs -- Fiction', 'Humorous stories, English']","[""Good Intentions\tShip's Company, Part 3.""]",utf-8,10563,105/10563.txt,/1/0/5/6/10563/10563.zip,1,2,True,../data/gutenberg-dammit-files/105/10563.txt,../data/gutenberg-dammit-files/105/10563_tagged.pickle,../data/gutenberg-dammit-files/105/10563_cw_df.pickle,1800
['W. W. (William Wymark) Jacobs'],[1863],[1943],['W. W. (William Wymark)'],['Jacobs'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],10564,"['England -- Social life and customs -- Fiction', 'Humorous stories, English']","[""Fairy Gold\tShip's Company, Part 4.""]",utf-8,10564,105/10564.txt,/1/0/5/6/10564/10564.zip,1,2,True,../data/gutenberg-dammit-files/105/10564.txt,../data/gutenberg-dammit-files/105/10564_tagged.pickle,../data/gutenberg-dammit-files/105/10564_cw_df.pickle,1800
['W. W. (William Wymark) Jacobs'],[1863],[1943],['W. W. (William Wymark)'],['Jacobs'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],10565,"['Humorous stories, English', 'England -- Social life and customs -- Fiction']","[""Watch-Dogs\tShip's Company, Part 5.""]",utf-8,10565,105/10565.txt,/1/0/5/6/10565/10565.zip,1,2,True,../data/gutenberg-dammit-files/105/10565.txt,../data/gutenberg-dammit-files/105/10565_tagged.pickle,../data/gutenberg-dammit-files/105/10565_cw_df.pickle,1800
['W. W. (William Wymark) Jacobs'],[1863],[1943],['W. W. (William Wymark)'],['Jacobs'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],10566,"['Humorous stories, English', 'England -- Social life and customs -- Fiction']","[""The Bequest\tShip's Company, Part 6.""]",utf-8,10566,105/10566.txt,/1/0/5/6/10566/10566.zip,1,2,True,../data/gutenberg-dammit-files/105/10566.txt,../data/gutenberg-dammit-files/105/10566_tagged.pickle,../data/gutenberg-dammit-files/105/10566_cw_df.pickle,1800
['W. W. (William Wymark) Jacobs'],[1863],[1943],['W. W. (William Wymark)'],['Jacobs'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],10567,"['England -- Social life and customs -- Fiction', 'Humorous stories, English']","[""The Guardian Angel\tShip's Company, Part 7.""]",utf-8,10567,105/10567.txt,/1/0/5/6/10567/10567.zip,1,2,True,../data/gutenberg-dammit-files/105/10567.txt,../data/gutenberg-dammit-files/105/10567_tagged.pickle,../data/gutenberg-dammit-files/105/10567_cw_df.pickle,1800
['W. W. (William Wymark) Jacobs'],[1863],[1943],['W. W. (William Wymark)'],['Jacobs'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],10568,"['England -- Social life and customs -- Fiction', 'Humorous stories, English']","[""Dual Control\tShip's Company, Part 8.""]",utf-8,10568,105/10568.txt,/1/0/5/6/10568/10568.zip,1,2,True,../data/gutenberg-dammit-files/105/10568.txt,../data/gutenberg-dammit-files/105/10568_tagged.pickle,../data/gutenberg-dammit-files/105/10568_cw_df.pickle,1800
['W. W. (William Wymark) Jacobs'],[1863],[1943],['W. W. (William Wymark)'],['Jacobs'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],10569,"['England -- Social life and customs -- Fiction', 'Humorous stories, English']","[""Skilled Assistance\tShip's Company, Part 9.""]",utf-8,10569,105/10569.txt,/1/0/5/6/10569/10569.zip,1,2,True,../data/gutenberg-dammit-files/105/10569.txt,../data/gutenberg-dammit-files/105/10569_tagged.pickle,../data/gutenberg-dammit-files/105/10569_cw_df.pickle,1800
['W. W. (William Wymark) Jacobs'],[1863],[1943],['W. W. (William Wymark)'],['Jacobs'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],10570,"['England -- Social life and customs -- Fiction', 'Humorous stories, English']","[""For Better or Worse\tShip's Company, Part 10.""]",utf-8,10570,105/10570.txt,/1/0/5/7/10570/10570.zip,1,2,True,../data/gutenberg-dammit-files/105/10570.txt,../data/gutenberg-dammit-files/105/10570_tagged.pickle,../data/gutenberg-dammit-files/105/10570_cw_df.pickle,1800
['W. W. (William Wymark) Jacobs'],[1863],[1943],['W. W. (William Wymark)'],['Jacobs'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],10571,"['Humorous stories, English', 'England -- Social life and customs -- Fiction']","[""The Old Man of the Sea\tShip's Company, Part 11.""]",utf-8,10571,105/10571.txt,/1/0/5/7/10571/10571.zip,1,2,True,../data/gutenberg-dammit-files/105/10571.txt,../data/gutenberg-dammit-files/105/10571_tagged.pickle,../data/gutenberg-dammit-files/105/10571_cw_df.pickle,1800
